isotype	gene	distance	rsq
Ig	D16_1-26	2	0.017777777777777778
Ig	D16_1-26	12	0.009523809523809523
Ig	D16_1-26	61	0.18777777777777777
Ig	D16_1-26	70	0.18777777777777777
Ig	D16_1-26	123	0.16735537190082642
Ig	D16_1-26	155	1.0
Ig	D16_1-26	156	0.030769230769230767
Ig	D16_1-26	157	0.04102564102564103
Ig	D16_1-26	166	0.028571428571428577
Ig	D16_1-26	175	0.05192307692307692
Ig	D16_1-26	177	0.027222222222222228
Ig	D16_1-26	179	0.0004629629629629628
Ig	D16_1-26	190	0.027222222222222228
Ig	D16_1-26	191	0.02722222222222223
Ig	D16_1-26	10	0.02040816326530612
Ig	D16_1-26	59	0.017777777777777778
Ig	D16_1-26	68	0.017777777777777778
Ig	D16_1-26	121	0.03305785123966943
Ig	D16_1-26	124	0.140625
Ig	D16_1-26	125	0.25
Ig	D16_1-26	153	0.02040816326530612
Ig	D16_1-26	154	0.06666666666666667
Ig	D16_1-26	155	0.04102564102564103
Ig	D16_1-26	164	0.09603174603174601
Ig	D16_1-26	173	0.04102564102564103
Ig	D16_1-26	175	0.055555555555555546
Ig	D16_1-26	177	0.0004629629629629628
Ig	D16_1-26	188	0.055555555555555546
Ig	D16_1-26	189	0.055555555555555546
Ig	D16_1-26	49	0.009523809523809523
Ig	D16_1-26	58	0.02040816326530612
Ig	D16_1-26	111	0.01818181818181818
Ig	D16_1-26	114	0.0625
Ig	D16_1-26	115	0.11111111111111112
Ig	D16_1-26	143	0.010989010989010986
Ig	D16_1-26	144	0.03703703703703704
Ig	D16_1-26	145	0.047619047619047616
Ig	D16_1-26	154	0.03296703296703297
Ig	D16_1-26	163	0.047619047619047616
Ig	D16_1-26	165	0.06493506493506493
Ig	D16_1-26	167	0.14285714285714285
Ig	D16_1-26	178	0.06493506493506493
Ig	D16_1-26	179	0.06493506493506494
Ig	D16_1-26	9	0.017777777777777778
Ig	D16_1-26	62	0.01515151515151515
Ig	D16_1-26	66	0.11111111111111112
Ig	D16_1-26	94	0.4666666666666667
Ig	D16_1-26	95	0.030769230769230767
Ig	D16_1-26	96	0.04102564102564103
Ig	D16_1-26	105	0.028571428571428577
Ig	D16_1-26	114	0.04102564102564103
Ig	D16_1-26	116	0.055555555555555546
Ig	D16_1-26	118	0.11851851851851854
Ig	D16_1-26	129	0.055555555555555546
Ig	D16_1-26	130	0.055555555555555546
Ig	D16_1-26	53	0.16735537190082642
Ig	D16_1-26	85	0.18367346938775514
Ig	D16_1-26	86	0.19230769230769232
Ig	D16_1-26	87	0.05192307692307692
Ig	D16_1-26	96	0.028571428571428577
Ig	D16_1-26	105	0.43333333333333335
Ig	D16_1-26	107	0.32
Ig	D16_1-26	109	0.15
Ig	D16_1-26	120	0.32
Ig	D16_1-26	121	0.32
Ig	D16_1-26	32	0.16735537190082642
Ig	D16_1-26	33	0.04545454545454545
Ig	D16_1-26	34	0.08080808080808081
Ig	D16_1-26	43	0.05454545454545455
Ig	D16_1-26	52	0.03156565656565657
Ig	D16_1-26	54	0.010227272727272727
Ig	D16_1-26	56	0.010227272727272727
Ig	D16_1-26	67	0.010227272727272727
Ig	D16_1-26	68	0.010227272727272727
Ig	D16_1-26	40	0.04761904761904762
Ig	D16_1-26	53	0.04761904761904762
Ig	D16_1-26	39	0.047619047619047616
Ig	D16_1-26	52	0.047619047619047616
Ig	D16_1-26	1	0.030769230769230767
Ig	D16_1-26	2	0.047619047619047616
Ig	D16_1-26	11	0.03296703296703297
Ig	D16_1-26	20	0.047619047619047616
Ig	D16_1-26	22	0.023376623376623377
Ig	D16_1-26	24	0.0
Ig	D16_1-26	35	0.023376623376623377
Ig	D16_1-26	36	0.023376623376623377
Ig	D16_1-26	1	1.0
Ig	D16_1-26	10	0.1090909090909091
Ig	D16_1-26	19	0.6818181818181818
Ig	D16_1-26	21	1.0
Ig	D16_1-26	23	0.39999999999999997
Ig	D16_1-26	34	1.0
Ig	D16_1-26	35	1.0000000000000002
Ig	D16_1-26	9	0.06593406593406595
Ig	D16_1-26	18	0.4530325443786981
Ig	D16_1-26	20	0.7384615384615385
Ig	D16_1-26	22	0.3461538461538462
Ig	D16_1-26	33	0.7384615384615385
Ig	D16_1-26	34	0.7384615384615385
Ig	D16_1-26	9	0.06593406593406595
Ig	D16_1-26	11	0.0892857142857143
Ig	D16_1-26	13	0.24107142857142852
Ig	D16_1-26	24	0.0892857142857143
Ig	D16_1-26	25	0.0892857142857143
Ig	D16_1-26	2	0.7384615384615385
